,visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,class,IR_norm_range,IR_range,log_entropy,entropy_x_contrast
600,10.0,193.0,62.1367,0.0918,901.1542,0.0226,3.9537,174.0,243.0,216.3828,0,0.15297241379310342,26.617199999999997,-3.789805372703897,20.36608492
368,4.0,155.0,35.7617,0.0653,568.9292,0.0379,3.6201,180.0,242.0,224.9883,0,0.0945094444444444,17.01169999999999,-3.2728041668937564,21.562416680000002
952,76.089,96.0824,86.8675,0.9667,2.1333,0.3128,1.316,-100.4897,-78.0507,-95.5526,1,-0.1741661085663505,17.501899999999992,-1.162191270310981,0.6672962400000001
322,5.0,153.0,45.6563,0.0884,1035.2167,0.0282,3.8879,164.0,241.0,216.1875,0,0.15129573170731708,24.8125,-3.5684333010380693,29.193110939999997
186,8.0,176.0,66.5781,0.0909,856.1791,0.0226,3.9287,154.0,238.0,204.1563,0,0.2197642857142858,33.84370000000001,-3.789805372703897,19.34964766
852,7.0,146.0,50.5313,0.0936,907.8249,0.0213,3.9907,192.0,246.0,224.3242,0,0.11289479166666672,21.67580000000001,-3.8490482062667577,19.33667037
306,6.2198,67.2747,26.9866,4.3625,34.9292,0.1003,2.5079,-4.0324,33.1456,17.4995,1,-3.8800962206130345,15.6461,-2.2995895840142473,3.50339876
393,22.1285,122.3102,79.6488,9.4958,147.5542,0.0469,3.1986,-12.5183,24.6132,-0.8252,1,-2.032097009977393,25.438399999999998,-3.0597376035299035,6.92029198
460,28.7929,115.4307,91.1419,3.8042,28.9875,0.1145,2.3696,-17.4794,0.8227,-5.6739,1,-0.37167179651475457,6.4966,-2.1671804559878427,3.31906875
765,4.0,7.0,4.918,0.0005,0.1458,0.7678,0.4112,244.0,246.0,245.2617,0,0.0030258196721311865,0.7383000000000095,-0.26422599641543965,0.11194524000000002
253,8.0,100.0,31.5313,0.0461,237.7875,0.0418,3.3771,182.0,238.0,223.4258,0,0.08007802197802193,14.57419999999999,-3.1748589394514264,9.9395175
170,32.4477,82.9685,57.7366,4.5458,39.3958,0.0972,2.525,-20.8691,10.9876,-12.7021,1,-1.1351567628695058,23.689700000000002,-2.3309845675157437,3.82927176
653,3.0,93.0,15.2617,0.0366,214.025,0.0626,3.126,209.0,252.0,244.2734,0,0.036969377990430576,7.726599999999991,-2.7709900008760844,13.397965000000001
669,79.5287,93.5026,87.8904,0.55,0.775,0.4373,0.9476,-99.978,-73.4684,-87.2065,1,-0.13741123047070358,13.738100000000003,-0.8271358205632621,0.33890750000000003
516,3.855,64.48,8.1547,2.4542,53.8792,0.5639,1.2609,16.4106,38.6498,36.471,1,0.13276784517324186,2.1788000000000025,-0.5728783481690007,30.382480879999996
38,47.9264,104.8966,82.2269,3.9458,29.3625,0.1101,2.3966,-23.1677,-1.7166,-16.6141,1,-0.643028872093475,14.8975,-2.206366235253503,3.23281125
909,13.3142,134.9941,73.6999,6.8625,93.9375,0.0693,2.903,-84.5843,32.0708,-42.7889,1,-0.8850306735410709,74.8597,-2.6693103727862795,6.50986875
291,5.3599,72.8643,23.3193,5.275,63.0917,0.1037,2.6495,-14.1561,33.3599,23.4338,1,-0.7011888867696613,9.926100000000002,-2.266253163746655,6.542609290000001
432,9.0146,135.2091,58.2455,12.1833,238.9833,0.0404,3.3548,-9.2882,33.7879,11.0915,1,-2.4435735664606706,22.6964,-3.2089254940150327,9.65492532
619,4.9299,113.9259,53.699,6.0333,70.4,0.0775,2.8008,-0.1888,40.3158,18.3566,1,-116.30932203389833,21.959200000000003,-2.557477342622836,5.456
255,8.0,135.0,35.7891,0.0435,248.7542,0.0477,3.3191,166.0,238.0,220.3789,0,0.10615120481927719,17.621100000000013,-3.0428238810878416,11.86557534
804,3.64,76.734,14.6957,4.8292,79.1292,0.18,2.3955,22.1418,41.7633,37.4859,1,0.19318212611440805,4.2774,-1.7147984280919266,14.243255999999999
561,6.0,136.0,31.125,0.046,284.6208,0.045,3.3841,188.0,247.0,232.8906,0,0.07504999999999996,14.109399999999994,-3.101092789211817,12.807935999999998
1009,67.9197,110.0562,89.0576,3.9875,29.7708,0.1066,2.4416,-72.6526,-40.8945,-61.385,1,-0.28203395336161396,20.490499999999997,-2.238671767250393,3.1735672800000003
59,4.715,17.3989,8.0337,0.6792,1.8208,0.4659,1.0928,0.8227,33.7879,28.8613,1,5.9883311048985055,4.9266000000000005,-0.763784260159386,0.84831072
796,77.5939,92.8576,85.8917,0.9083,2.4417,0.3476,1.3076,-103.0842,-87.7579,-97.3062,1,-0.09262622205924863,9.548299999999998,-1.0567028855909,0.8487349200000001
964,3.4251,26.8581,4.5058,0.4458,3.7875,0.8262,0.5078,32.2862,41.5571,40.733,1,0.025524837236961966,0.8241000000000014,-0.19091840401947283,3.1292325
372,6.0,168.0,49.3633,0.075,718.3375,0.031,3.7236,180.0,247.0,223.5664,0,0.13018666666666673,23.433600000000013,-3.473768074496991,22.2684625
472,37.8222,70.9295,54.5035,1.5792,4.5542,0.2193,1.6238,-95.3502,-52.6809,-76.2811,1,-0.24751075509018328,23.600199999999994,-1.5173146235582946,0.9987360599999999
324,15.0,176.0,86.4063,0.0999,1055.2375,0.0209,4.0607,159.0,227.0,190.2969,0,0.23083710691823903,36.703100000000006,-3.868006120011372,22.054463749999996
841,1.0,2.0,1.1719,0.0006,0.1417,0.7568,0.408,249.0,252.0,250.4336,0,0.006290763052208785,1.5663999999999874,-0.2786562612444685,0.10723856
263,5.5749,60.6103,20.0769,4.6292,47.3542,0.1162,2.5422,-4.0324,33.7879,23.2095,1,-2.6233508580497973,10.578400000000002,-2.152442434564326,5.502558039999999
999,9.8745,75.2291,37.3461,6.4708,75.7542,0.072,2.8417,-52.6809,35.7034,-5.339,1,-0.7790755283224091,41.0424,-2.631089159966082,5.4543023999999996
788,79.9587,100.597,90.3988,1.3167,3.6333,0.2519,1.542,-94.8607,-46.1656,-71.0958,1,-0.26280851817454437,24.9302,-1.3787230956235725,0.9152282700000001
738,3.64,124.03,27.6349,10.0292,211.1042,0.0666,3.167,5.1619,42.3808,32.1584,1,1.9803560704391794,10.2224,-2.7090507014357934,14.05953972
81,42.1218,128.3297,77.31,8.5167,125.3167,0.0544,3.0785,-30.8697,-6.6409,-18.5621,1,-0.38617803218042285,11.9212,-2.91139112512024,6.81722848
340,9.0,165.0,63.1211,0.1005,1057.4541,0.0217,3.9946,177.0,244.0,214.7266,0,0.16538644067796615,29.27340000000001,-3.830443018435723,22.94675397
803,3.4251,92.6426,16.2728,5.95,100.35,0.1512,2.6097,17.57,42.5862,37.4714,1,0.2911098463289696,5.114799999999995,-1.8891518152367044,15.17292
45,6.0,189.0,65.3516,0.0848,797.3792,0.0241,3.8927,150.0,236.0,199.9023,0,0.24065133333333336,36.0977,-3.725543438485528,19.21683872
642,3.2101,57.8155,6.0552,1.4167,18.4083,0.6436,1.0347,25.0593,39.9005,38.2608,1,0.06543279341402185,1.6396999999999977,-0.440677863863909,11.84758188
775,3.855,125.1049,19.0709,6.3417,125.9,0.2297,2.404,7.3674,41.7633,35.6711,1,0.826913157966175,6.092199999999998,-1.4709811692870844,28.91923
692,59.3204,111.1311,82.3579,3.9167,29.3833,0.1081,2.4284,-103.0842,-42.8494,-82.5831,1,-0.3854489824822815,39.7337,-2.2246985543369746,3.1763347299999998
257,3.0,161.0,20.4297,0.042,391.7667,0.0797,3.0768,167.0,242.0,230.7305,0,0.06748203592814367,11.269499999999994,-2.529485693185968,31.22380599
567,46.8515,78.6688,67.6426,1.5917,4.525,0.2197,1.6308,-97.9544,-53.7371,-82.028,1,-0.28881704139885506,28.290900000000008,-1.5154922995915725,0.9941425000000002
508,77.1639,94.5775,83.3589,0.8208,2.1042,0.3752,1.215,-111.8321,-102.039,-108.354,1,-0.05646858102458952,6.314999999999998,-0.9802960618500675,0.78949584
157,9.0,157.0,38.3633,0.0559,497.275,0.0497,3.4708,154.0,234.0,216.7461,0,0.1120383116883116,17.253899999999987,-3.001750345879554,24.7145675
804,1.0,55.0,2.7969,0.0072,19.5167,0.3352,1.5635,227.0,253.0,251.7109,0,0.00567885462555062,1.2890999999999906,-1.093027910374209,6.54199784
807,1.0,156.0,10.5234,0.0301,421.5333,0.29,2.097,204.0,254.0,249.2617,0,0.02322696078431377,4.7383000000000095,-1.2378743560016174,122.24465699999999
422,3.0,117.0,13.6172,0.0329,246.2501,0.0928,2.8865,189.0,246.0,238.043,0,0.04210052910052907,7.956999999999994,-2.377308639189982,22.852009279999997
882,71.5744,133.7042,103.2238,5.2667,48.8333,0.089,2.6386,-115.9012,-61.3626,-95.2444,1,-0.292333470231542,33.8818,-2.419118909249997,4.3461637
581,3.855,15.4641,4.2758,0.1,0.3583,0.9189,0.2265,35.0668,39.6925,38.7283,1,0.02749609317074855,0.9642000000000053,-0.08457797647529774,0.32924187000000005
960,4.5,74.1542,19.4018,6.4375,88.5875,0.08,2.8688,25.0593,42.1752,37.2992,1,0.19457845989313338,4.875999999999998,-2.5257286443082556,7.087000000000001
969,7.7247,128.7596,43.2858,9.5042,152.4958,0.0488,3.1895,-57.3162,33.3599,-8.0244,1,-0.7220349569580677,41.3843,-3.0200249661230356,7.441795040000001
390,5.1449,84.4733,25.365,6.2583,85.5667,0.0834,2.8292,4.1733,34.6414,23.965,1,2.558263244914096,10.676399999999997,-2.484106969617436,7.13626278
942,38.4672,113.2809,76.8331,3.8583,26.9917,0.1091,2.4058,-79.7594,-27.8638,-59.1211,1,-0.3918948738330529,31.257299999999997,-2.215490386143112,2.94479447
691,16.109,80.3887,44.3792,3.7417,24.9417,0.1111,2.3716,-82.3676,4.421,-37.9302,1,-0.5141730486259161,42.3512,-2.197324582336553,2.7710228700000004
304,8.3696,127.2548,57.5401,12.2583,268.6667,0.0388,3.4385,-8.7556,32.5014,13.1858,1,-2.2060852482982316,19.315599999999996,-3.249335032352909,10.42426796
971,5.3599,94.3625,22.2713,4.7917,63.4417,0.1201,2.5461,-64.3826,37.3919,5.758,1,-0.49134238132663177,31.6339,-2.119430549896199,7.619348169999999
988,5.0,55.0,14.5,0.0186,61.6333,0.1174,2.5266,223.0,245.0,240.9063,0,0.01835739910313907,4.0937000000000126,-2.142168371588141,7.23574942
577,3.64,112.636,22.4065,7.4042,152.2875,0.1223,2.8113,7.1237,37.3919,29.4714,1,1.1118519870292123,7.9205000000000005,-2.1012782362890103,18.62476125
123,5.0,56.0,9.1563,0.0101,32.6667,0.2477,1.8889,212.0,237.0,234.7891,0,0.010428773584905704,2.2109000000000094,-1.3955369424868231,8.09154159
483,3.0,109.0,25.3242,0.051,318.9334,0.0432,3.4332,188.0,244.0,229.1797,0,0.07883138297872343,14.820300000000003,-3.1419147837320724,13.77792288
308,5.5749,31.3727,9.3992,1.7667,10.675,0.2836,1.7337,13.5999,35.9152,32.6062,1,0.2433106125780335,3.3089999999999975,-1.2601904843241645,3.0274300000000003
926,7.0,75.0,15.4492,0.0154,44.2,0.129,2.4034,215.0,246.0,240.957,0,0.023455813953488402,5.043000000000006,-2.047942874620465,5.7018
451,2.0,59.0,4.418,0.0063,22.4333,0.395,1.3598,212.0,243.0,240.7344,0,0.010686792452830218,2.2656000000000063,-0.9288695140810151,8.8611535
625,6.8648,94.5775,39.3842,7.0083,94.2667,0.069,2.9222,-75.1155,35.7034,-24.1417,1,-0.7967077367520685,59.8451,-2.6736487743848776,6.504402300000001
620,4.0,178.0,55.2109,0.1271,1803.3083,0.0187,4.1941,178.0,250.0,222.4883,0,0.1545601123595505,27.51169999999999,-3.979231755121596,33.721865210000004
184,9.0,169.0,62.7578,0.0983,1106.2377,0.0228,3.9603,159.0,237.0,205.793,0,0.19627044025157228,31.206999999999994,-3.780994743021742,25.22221956
665,6.0,153.0,33.4023,0.0601,458.5625,0.0359,3.5863,184.0,245.0,229.9297,0,0.0819038043478261,15.070300000000003,-3.3270179834879037,16.46239375
91,5.3599,36.3173,11.2769,2.2542,17.8375,0.2651,1.8585,-57.6792,34.0016,16.3521,1,-0.30599418854630445,17.649500000000003,-1.3276481656871573,4.7287212499999995
739,2.0,81.0,11.6523,0.0305,137.7875,0.0661,3.024,220.0,252.0,246.8203,0,0.023544090909090896,5.179699999999997,-2.7165865321244964,9.10775375
386,4.9299,48.3563,14.7813,3.7042,32.4125,0.123,2.3593,6.8795,34.6414,27.9743,1,0.9691256632022672,6.667099999999998,-2.0955709236097197,3.9867375000000003
40,8.0,166.0,69.9609,0.0659,542.725,0.0317,3.6293,150.0,233.0,190.8125,0,0.28125,42.1875,-3.451438598098902,17.2043825
167,5.7899,79.0988,23.0648,4.7,44.9417,0.0952,2.6028,-19.4484,33.7879,21.4658,1,-0.6335791119063778,12.322099999999999,-2.3517753371848173,4.27844984
507,63.6201,94.5775,82.9525,1.5542,4.9292,0.2239,1.6394,-107.9162,-60.9898,-93.3431,1,-0.29980021535228263,32.353300000000004,-1.496555755377428,1.1036478799999998
985,6.0,67.0,19.332,0.0296,113.5667,0.0651,2.9789,221.0,246.0,239.7344,0,0.028351131221719485,6.265600000000006,-2.7318307297676134,7.393192170000001
576,4.285,108.3363,26.67,9.2167,193.5833,0.084,3.0473,2.3296,36.3381,28.2098,1,3.4891397664835146,8.128299999999996,-2.4769384801388235,16.260997200000002
923,6.0,86.0,17.4297,0.0217,83.7375,0.1007,2.6947,212.0,245.0,239.1953,0,0.027380660377358475,5.804699999999997,-2.2956094792576205,8.43236625
252,10.0,130.0,48.9297,0.0631,452.2875,0.0324,3.6019,168.0,237.0,213.5742,0,0.13943928571428577,23.42580000000001,-3.4295968561838532,14.654115
584,3.0,132.0,54.2813,0.1024,1131.3667,0.02,4.0625,180.0,249.0,217.293,0,0.17614999999999997,31.706999999999994,-3.912023005428146,22.627334
696,76.519,115.8607,95.3139,1.7542,5.7708,0.2022,1.7395,-108.4668,-66.693,-87.9501,1,-0.19597793979355901,21.25710000000001,-1.598497972395766,1.16685576
41,13.0,178.0,91.9688,0.1058,1085.3584,0.0202,4.0505,149.0,233.0,183.2969,0,0.33357785234899334,49.703100000000006,-3.902072674574978,21.92423968
45,10.0895,101.0269,52.3008,8.7792,125.3708,0.0526,3.0917,-27.2694,24.166,-11.3865,1,-1.303750724255026,35.5525,-2.945039159238473,6.59450408
465,8.0,173.0,72.4102,0.0946,995.6042,0.0213,3.9913,168.0,238.0,204.6719,0,0.19838154761904767,33.328100000000006,-3.8490482062667577,21.206369459999998
698,73.5092,92.4277,85.3669,0.6167,1.05,0.4169,1.0465,-99.978,-84.5843,-93.9582,1,-0.09375962711796602,9.373900000000006,-0.8749088940953859,0.437745
837,1.0,2.0,1.0273,0.0001,0.0292,0.9434,0.1318,250.0,253.0,251.625,0,0.0055,1.375,-0.05826490813197574,0.02754728
643,2.0,87.0,17.0938,0.0486,355.2625,0.0544,3.3643,207.0,247.0,238.25,0,0.042270531400966184,8.75,-2.91139112512024,19.326279999999997
519,4.0,142.0,34.5664,0.082,869.6458,0.0267,3.8501,178.0,246.0,228.6133,0,0.0976780898876404,17.38669999999999,-3.623091713575933,23.21954286
838,4.07,63.1901,12.9179,4.2333,58.925,0.1823,2.322,19.1819,40.7304,36.6707,1,0.21164222522273637,4.0597000000000065,-1.7021015972975198,10.742027499999999
286,10.0,130.0,42.8125,0.0586,402.3584,0.0339,3.5997,174.0,237.0,217.7031,0,0.110901724137931,19.296899999999994,-3.3843402645957323,13.63994976
449,5.5749,100.812,55.2979,10.4458,189.7042,0.0464,3.2692,3.3275,34.0016,14.817,1,5.765469571750565,19.184600000000003,-3.0704558197499274,8.802274879999999
76,19.0,179.0,91.793,0.0972,1048.275,0.0227,3.9663,153.0,228.0,184.6328,0,0.2834457516339869,43.3672,-3.78539035449478,23.795842500000003
676,1.0,111.0,7.7891,0.0233,161.8334,0.1637,2.4469,204.0,252.0,244.8633,0,0.03498382352941172,7.1366999999999905,-1.8097197946050478,26.492127580000005
880,61.0403,141.8736,98.0281,6.0417,64.825,0.0731,2.7884,-105.205,-38.3266,-77.8117,1,-0.37531581198612235,39.4851,-2.615926912226404,4.7387075
131,41.0,197.0,143.6289,0.0586,383.4459,0.0343,3.5625,153.0,217.0,161.1641,0,0.3649405228758171,55.83590000000001,-3.372609924810243,13.152194369999998
335,8.7996,122.7401,45.3206,10.4542,186.6792,0.0454,3.271,-5.0714,32.7164,15.5836,1,-3.378317624324644,17.1328,-3.092243173934835,8.47523568
37,3.0,195.0,58.9219,0.0575,614.7667,0.1009,3.1781,153.0,240.0,209.625,0,0.19852941176470587,30.375,-2.2936253516225737,62.029960030000005
839,4.07,97.8022,12.9741,4.9333,90.0417,0.211,2.3373,16.1779,40.9373,36.9818,1,0.2445002132538834,3.9555000000000007,-1.5558971455060706,18.998798700000002
381,68.5646,83.3984,77.4268,0.5958,0.9458,0.4202,1.0147,-108.4668,-79.33,-98.0418,1,-0.17251177318774036,18.711799999999997,-0.867024490571237,0.39742516
406,9.0,141.0,48.4844,0.0798,701.4626,0.026,3.855,189.0,246.0,226.5469,0,0.10292645502645506,19.453100000000006,-3.649658740960655,18.2380276
450,2.0,165.0,34.6133,0.0815,1083.7041,0.0407,3.6904,180.0,242.0,225.457,0,0.09190555555555559,16.543000000000006,-3.2015271865335877,44.10675687
126,8.0,152.0,41.9141,0.0559,383.0833,0.0389,3.5219,158.0,238.0,214.8828,0,0.14631139240506327,23.117199999999997,-3.2467610283577364,14.901940369999998
943,2.0,3.0,2.2852,0.0008,0.2042,0.675,0.5061,247.0,250.0,249.0039,0,0.004032793522267258,0.9961000000000126,-0.3930425881096072,0.137835
919,83.3984,109.4113,94.2819,1.5208,4.7625,0.229,1.6474,-106.8235,-90.0778,-99.4168,1,-0.08742458354201088,9.338999999999999,-1.4740332754278973,1.0906125
837,4.285,92.6426,17.1722,5.7792,102.2792,0.1265,2.6367,13.5999,41.3507,35.6576,1,0.4186133721571483,5.693100000000001,-2.0675129708145623,12.938318800000001
471,6.0,144.0,28.3555,0.0547,439.6042,0.0428,3.4932,191.0,247.0,235.8594,0,0.05832774869109951,11.140600000000006,-3.151217176394386,18.815059759999997
56,7.0,157.0,82.5742,0.0933,894.1209,0.0224,3.9413,158.0,236.0,190.6445,0,0.28706012658227853,45.355500000000006,-3.7986943201211427,20.02830816
384,2.0,119.0,12.082,0.0357,286.2708,0.1026,2.9121,186.0,241.0,234.8555,0,0.03303494623655911,6.144499999999994,-2.276917346245468,29.37138408
920,4.0,28.0,8.3242,0.0112,17.0583,0.1576,2.1046,237.0,247.0,244.3672,0,0.011108860759493685,2.632800000000003,-1.8476951015583583,2.6883880799999997
1002,7.9397,89.8479,32.5501,5.7208,63.5042,0.079,2.7392,-55.8736,32.0708,-9.7909,1,-0.7492214570029494,41.8617,-2.5383074265151158,5.016831799999999
522,6.8648,143.5934,72.0237,12.0417,243.675,0.039,3.389,-18.6017,37.3919,4.3618,1,-1.7756495374078711,33.0301,-3.2441936328524905,9.503325
282,18.4738,76.949,45.1576,4.0208,31.9542,0.1068,2.4676,-86.3875,0.3176,-55.8531,1,-0.6502179134712777,56.1707,-2.2367973524560427,3.41270856
221,7.0,113.0,24.125,0.0381,204.9541,0.0573,3.1813,179.0,239.0,228.6289,0,0.05793910614525147,10.371100000000013,-2.8594546552614433,11.74386993
761,79.3138,110.7011,92.9954,1.9583,7.725,0.1875,1.8585,-101.0037,-77.2051,-89.7033,1,-0.12374002140515643,12.498199999999997,-1.6739764335716716,1.4484374999999998
108,11.1644,110.2712,72.2924,6.8,75.8333,0.0656,2.8745,-28.7597,26.6133,-19.3164,1,-1.5970159633097702,45.9297,-2.7241795830320936,4.97466448
645,2.0,194.0,43.7109,0.1003,1282.8085,0.0255,3.939,180.0,248.0,225.5625,0,0.12465277777777778,22.4375,-3.6690768268177565,32.71161675
615,3.855,156.0624,31.4416,7.35,155.0917,0.2167,2.4812,-3.7737,41.5571,30.1323,1,-3.0274796618703124,11.424799999999998,-1.5292413704398238,33.60837139
81,7.0,189.0,80.5117,0.0771,648.3583,0.0268,3.7921,153.0,235.0,189.6445,0,0.29644117647058826,45.355500000000006,-3.619353391465326,17.37600244
228,19.0,198.0,119.2266,0.0896,797.5833,0.023,3.9163,106.0,223.0,154.4883,0,0.64633679245283,68.51169999999999,-3.7722610630529876,18.3444159
957,6.0,68.0,12.2148,0.0141,35.825,0.1419,2.327,224.0,246.0,241.9492,0,0.018083928571428615,4.0508000000000095,-1.95263269481614,5.0835675
38,7.0,201.0,121.0664,0.0758,676.35,0.0275,3.7934,77.0,237.0,154.6992,0,1.0688415584415585,82.30080000000001,-3.5935692743096115,18.599625
375,10.0,142.0,60.3281,0.084,721.7125,0.0253,3.8436,180.0,245.0,217.918,0,0.1504555555555555,27.081999999999994,-3.6769508832486624,18.25932625
265,9.0,208.0,107.1836,0.1311,1811.196,0.0181,4.2016,105.0,235.0,172.7617,0,0.5927457142857144,62.23830000000001,-4.011843340710357,32.782647600000004
873,1.0,2.0,1.9453,0.0002,0.0625,0.8828,0.2338,247.0,250.0,248.3398,0,0.006721457489878555,1.6602000000000032,-0.12465660459955569,0.055175
903,2.0,19.0,3.2383,0.0028,3.3625,0.4943,1.0711,239.0,249.0,247.0039,0,0.008351882845188337,1.9961000000000126,-0.7046126586692234,1.6620837499999999
562,6.0,150.0,32.8086,0.0588,476.4333,0.0394,3.5282,184.0,248.0,232.2539,0,0.08557663043478268,15.746100000000013,-3.233989462678249,18.771472019999997
834,3.4251,55.4507,11.2266,3.7792,51.3708,0.2307,2.1655,26.1705,43.2015,39.751,1,0.13184692688332303,3.4505000000000052,-1.4666371138024292,11.85124356
128,8.7996,91.9977,68.8384,6.1292,81.8042,0.0769,2.7871,-13.8821,32.2862,-7.7101,1,-2.881141902161777,39.9963,-2.565249402470539,6.290742979999999
661,4.0,212.0,33.7031,0.0681,742.6375,0.0412,3.6222,174.0,250.0,233.668,0,0.0938620689655172,16.331999999999994,-3.1893170226266565,30.596665
845,5.1449,92.6426,37.9675,8.7458,148.4792,0.0596,3.0896,-58.7739,38.0217,-14.815,1,-0.8989823714267728,52.8367,-2.820099704910833,8.849360319999999
567,7.0,150.0,45.6445,0.0769,662.1374,0.0272,3.7946,183.0,247.0,225.0195,0,0.12011202185792354,21.980500000000006,-3.6045383056801854,18.01013728
872,3.64,8.1547,3.782,0.0292,0.0792,0.9752,0.0752,38.4406,40.5231,39.8409,1,0.01774686139134149,0.6822000000000017,-0.02511270081507533,0.07723584
758,3.0,167.0,39.5078,0.0673,714.5875,0.0541,3.5054,182.0,254.0,234.25,0,0.10851648351648352,19.75,-2.916921093129701,38.65918375
962,3.855,96.0824,18.3747,5.9292,124.7208,0.184,2.4827,21.4627,42.3808,37.4964,1,0.22757621361711244,4.884399999999999,-1.6928195213731514,22.9486272
614,4.285,104.8966,14.4009,4.6125,109.5042,0.4185,1.8123,4.421,39.9005,35.0002,1,1.1084143858855464,4.900300000000001,-0.871078389052607,45.8275077
103,6.6498,122.5252,74.3843,7.8167,108.2667,0.0591,3.0167,-13.0626,32.5014,-5.01,1,-2.8716641403702168,37.511399999999995,-2.8285243545700847,6.39856197
503,8.0,139.0,37.418,0.0805,800.4835,0.0286,3.7872,188.0,246.0,230.3359,0,0.08331968085106378,15.66409999999999,-3.55434856115633,22.8938281
633,6.0,160.0,33.9609,0.0662,720.7917,0.0448,3.5435,177.0,247.0,231.5508,0,0.08728361581920899,15.44919999999999,-3.1055471395611978,32.29146816
701,76.304,94.1475,85.4172,0.7208,1.3208,0.379,1.1305,-95.8417,-73.0598,-81.2958,1,-0.08593336720863679,8.236000000000004,-0.9702190738997107,0.5005832
578,2.0,185.0,18.1641,0.0378,654.4459,0.2575,2.1963,173.0,249.0,239.7891,0,0.05324219653179196,9.21090000000001,-1.3567355588783463,168.51981925
143,5.0,174.0,81.8438,0.061,410.7584,0.0314,3.6298,153.0,236.0,188.5625,0,0.31004901960784315,47.4375,-3.4609473860679296,12.897813759999998
176,61.4702,127.6847,90.964,8.2875,112.0458,0.0534,3.0612,-19.7316,-5.593,-10.6754,1,-0.2575766790326177,5.0824,-2.9299445330159877,5.98324572
61,9.0,106.0,34.4063,0.057,356.3791,0.0333,3.5622,182.0,235.0,219.6797,0,0.08417747252747254,15.320300000000003,-3.402197881995739,11.86742403
130,27.718,121.8802,73.6889,6.6667,81.65,0.0693,2.8773,-15.8096,14.3063,-5.7682,1,-1.269766471004959,20.0745,-2.6693103727862795,5.658345000000001
109,11.0,180.0,79.3711,0.0825,668.7709,0.0242,3.8326,152.0,230.0,189.2305,0,0.26822039473684206,40.769499999999994,-3.7214026458194964,16.18425578
478,76.304,84.6883,79.8756,0.2542,0.2958,0.6334,0.6135,-110.6983,-102.5603,-106.0314,1,-0.03135639842707618,3.471100000000007,-0.45665314487759767,0.18735972
737,3.855,119.9454,33.3638,12.0,314.025,0.0788,3.2263,5.6542,41.3507,30.3535,1,1.9449612677301833,10.997200000000003,-2.540842282118304,24.745169999999998
936,3.0,105.0,17.6289,0.026,185.9583,0.1811,2.4602,207.0,247.0,240.5117,0,0.03134444444444449,6.4883000000000095,-1.7087059140927694,33.67704813
311,6.4348,58.6755,18.9533,5.0417,43.6,0.0861,2.6023,-76.3651,33.7879,-3.4208,1,-0.48724744680488863,37.2087,-2.452245867548452,3.7539599999999997
435,6.0,195.0,39.8359,0.0785,846.6833,0.0294,3.8006,170.0,241.0,224.2539,0,0.09850647058823536,16.746100000000013,-3.5267606046375013,24.89248902
964,52.0,193.0,129.1523,0.0484,252.0,0.0403,3.3941,178.0,221.0,189.1016,0,0.17920449438202252,31.89840000000001,-3.2114038100294997,10.1556
23,6.0,141.0,51.9727,0.0799,709.2292,0.0259,3.8191,162.0,237.0,208.5352,0,0.1757086419753086,28.464799999999997,-3.653512310276645,18.36903628
181,7.7247,128.5447,69.2029,9.1292,144.1958,0.0494,3.1849,-24.038,32.2862,-1.2219,1,-1.3939637241035028,33.5081,-3.0078048547882603,7.1232725199999996
99,39.0,195.0,131.2539,0.069,469.7583,0.0276,3.6791,153.0,214.0,165.8008,0,0.3150274509803921,48.19919999999999,-3.5899395062590327,12.96532908
606,82.5385,90.9228,86.3812,0.3,0.3917,0.6018,0.6868,-102.039,-93.405,-98.7418,1,-0.052301570967963194,5.336799999999997,-0.5078301147861922,0.23572506
843,1.0,16.0,1.8672,0.0016,1.2667,0.5557,0.7771,245.0,251.0,249.6602,0,0.0054685714285714155,1.3397999999999968,-0.5875266986962615,0.70390519
652,4.0,148.0,27.8398,0.0778,748.8,0.0278,3.7819,189.0,251.0,237.668,0,0.0705396825396825,13.331999999999994,-3.582719258285546,20.816639999999996
552,6.4348,151.3328,73.5924,14.7583,340.7251,0.0346,3.5457,-12.7902,38.6498,8.2585,1,-2.3761395443386344,30.3913,-3.3639015969184585,11.78908846
980,88.343,115.4307,98.647,2.8083,13.475,0.1379,2.1067,-109.5766,-96.9562,-104.884,1,-0.07234938846432545,7.927800000000005,-1.981226494182881,1.8582025
223,65.9849,78.6688,73.4614,0.5083,0.8,0.4665,0.9372,-105.205,-93.405,-99.6797,1,-0.05964260253790215,6.274699999999996,-0.7624972586947385,0.37320000000000003
608,1.0,65.0,7.1328,0.0211,99.3042,0.1341,2.5457,219.0,249.0,244.8516,0,0.0189424657534247,4.148400000000009,-2.0091694886945044,13.31669322
249,6.6498,66.6298,31.3677,4.0667,32.5083,0.1057,2.4567,-85.4825,34.215,-36.4352,1,-0.8264872927207324,70.65020000000001,-2.247150386105945,3.43612731
758,83.3984,107.4764,97.2127,1.8917,6.3,0.1926,1.7661,-112.9784,-77.6272,-95.0346,1,-0.15407723954313388,17.407399999999996,-1.647139779618112,1.21338
